,region_name,country_code,province_name,city_name,region_city_rank,url,about_title,about_content
49,UNITED STATES,US,GEORGIA,ATLANTA,10,https://www.tripadvisor.com/Tourism-g60898-Atlanta_Georgia-Vacations.html,About Atlanta,"Atlanta has been dubbed everything from the ""capital of the new South"" and ""the next international city"" to ""the best place to do business."" It's also a great place to visit. Fueled by the prosperity of local mega companies like Coca Cola and Holiday Inn, the prestige of hosting the 1996 Summer Olympic Games and the energy of young upwardly mobile types who have migrated to the city in droves - Atlanta is on fire. And this time it's a good thing. From world-class restaurants and a myriad of cultural attractions to a hip nightlife and sporting events galore, the city is cosmopolitan in every sense of the word. But Atlanta has also managed to maintain its historic character. Stop by the Atlanta History Center or visit the Martin Luther King Jr. Historical Site, a moving tribute to an American icon. Browse through the former home of  famous author Margaret Mitchell or pop into the Jimmy Carter Library and Museum for details on the life and times of the former president and his family. Whether you choose modern urban endeavors or old southern pleasures, Atlanta will not disappoint."
50,UNITED STATES,US,LOUISIANA,NEW ORLEANS,11,https://www.tripadvisor.com/Tourism-g60864-New_Orleans_Louisiana-Vacations.html,About New Orleans,"New Orleans is full of life—but with a laid-back energy that sets it apart from other cities. You’ll wanna soak it all in: impromptu jazz performances up and down Frenchmen Street, the ding of the St. Charles Streetcar, moss-draped trees in the famous Garden District…even its gothic, above-ground cemeteries. (The city’s said to be one of the most haunted in America.) For some, NOLA will always be all about Bourbon Street, but for travelers looking to take it slow, the city’s distinct blend of cultures—including Creole and Cajun—means there’s tons to see, explore, and yes, eat."
51,UNITED STATES,US,CALIFORNIA,LOS ANGELES,12,https://www.tripadvisor.com/Tourism-g32655-Los_Angeles_California-Vacations.html,"Beaches, palm trees, and A-list glamour—it's all part of LA's myth and magic","Los Angeles has always been shorthand for cinematic sparkle. Seeking out red carpet Tinseltown glamour? Tour movie studios, touch TLC Chinese Theatre’s famed hand prints, or linger in LA’s trendy eateries to do a little celeb spotting. You could also see your favorite star while touring an exhibit at The Broad or LACMA. If all else fails, you’re guaranteed to see marquee names at the Hollywood Forever Cemetery. And for a different type of star-gazing, peek through the telescopes at the Griffith Observatory."
52,UNITED STATES,US,FLORIDA,LAKE BUENA VISTA,13,https://www.tripadvisor.com/Tourism-g23869903-Lake_Buena_Vista_Florida-Vacations.html,,
53,UNITED STATES,US,CALIFORNIA,SAN DIEGO,14,https://www.tripadvisor.com/Tourism-g60750-San_Diego_California-Vacations.html,The ultimate in laid-back California style,"Of all the major Cali cities, San Diego best embodies laid-back California. Its surf culture, beckoning beaches, and postcard-perfect weather are enchanting. But don’t be fooled: San Diego is a major metropolis in its own right. Its serious food scene prides itself on a blend of Michelin nods and cheap eats—no trip is complete without a fresh fish taco in La Jolla. And it’s pure paradise for families, outdoor enthusiasts, and party people who love to bar-hop the thumping Gaslamp Quarter."
54,UNITED STATES,US,FLORIDA,KISSIMMEE,15,https://www.tripadvisor.com/Tourism-g34352-Kissimmee_Florida-Vacations.html,About Kissimmee,"Kissimmee offers an ideal blend of theme-park thrills, outdoor adventure and unspoiled natural beauty. Find world-famous attractions just minutes away at Walt Disney World, Universal Orlando and SeaWorld Orlando. Continue the adventure with a zipline ride through the treetops, or soar above it all on a hot air balloon ride. Seeking more solitude? Retreat to the headwaters of the Everglades to discover an ecosystem alive with birds, alligators and exotic flora. "
55,UNITED STATES,US,TENNESSEE,NASHVILLE,16,https://www.tripadvisor.com/Tourism-g55229-Nashville_Davidson_County_Tennessee-Vacations.html,About Nashville,"Music is the heartbeat of Nashville. From up-and-coming bands jamming in honky tonks on Lower Broadway to legends rocking the Grand Ole Opry, it’s everywhere, providing a non-stop, rollicking soundtrack. And while music often takes center stage, the city’s also home to a dynamic food scene—no trip would be complete without a stop at Hattie B’s for some hot chicken—gorgeous green spaces like Centennial Park, and art galleries galore. So yes, come to Nashville for the music, but stay for everything else. Its creative spirit is sure to inspire you."
56,UNITED STATES,US,HAWAII,HONOLULU,17,https://www.tripadvisor.com/Tourism-g60982-Honolulu_Oahu_Hawaii-Vacations.html,A legendary surfing spot that appeals to wave-chasers and sunbathers alike,"The mere mention of Hawaii prompts visions of surfboards and colorful cocktails. Hawaii’s biggest city of Honolulu delivers both top-shelf surf spots and tropical drinks, but you’ll find plenty more here as well. Think art museums, bike trails, and some of the world’s most beautiful scenery. Famous Waikiki Beach entices with soft sands and great surf. Diamond Head’s 350-acre volcanic crater promises majestic Oahu views. And historic sites like Iolani Palace and Ali'iolani Hale enliven any non-beach day."
57,UNITED STATES,US,CALIFORNIA,SAN FRANCISCO,18,https://www.tripadvisor.com/Tourism-g60713-San_Francisco_California-Vacations.html,A galaxy of vibrant neighborhoods connected by cable cars,"San Francisco has a personality as big and bold as the Golden Gate Bridge, but that personality changes neighborhood to neighborhood. Consider the tea rooms and mah jong parlors of Chinatown, the lingering hippie chic of Haight-Ashbury, and the boisterous family fun of Ghirardelli Square. The city is also home to one of the country's most dynamic food scenes, from beloved Mission District burrito joints to Michelin-starred dining rooms. When your legs get tired from exploring, hitch a ride on a cable car and take in those hilltop views."
58,UNITED STATES,US,TEXAS,SAN ANTONIO,19,https://www.tripadvisor.com/Tourism-g60956-San_Antonio_Texas-Vacations.html,About San Antonio,"Step to the beat of wafting flamenco music as you wander the downtown River Walk before sampling as much chili (San Antonio’s signature dish) as your taste buds will allow. A visit to the Alamo is an absolute must, as is taking in a show at the ornate Majestic Theatre. San Antonio Missions National Historical Park is dotted with 18th-century buildings and features, making for an enriching excursion."
59,UNITED STATES,US,FLORIDA,TAMPA,20,https://www.tripadvisor.com/Tourism-g34678-Tampa_Florida-Vacations.html,"With a hip dining scene, markets galore, and nature parks, Tampa is flipping expectations","Yes, Tampa has the big-ticket theme and water parks that makes Florida a family magnet. But beyond the water slides and rollercoasters, you’ll find a vibrant art scene, enchanting walking trails, and animal attractions. There’s also weekend farmers markets and indoor public markets, a thriving craft beer and dining scene, neighborhoods like Hyde Park and historic Ybor City to explore, and Cuban food and culture, plus worthwhile museums and shopping."
60,UNITED STATES,US,SOUTH CAROLINA,MYRTLE BEACH,21,https://www.tripadvisor.com/Tourism-g54359-Myrtle_Beach_South_Carolina-Vacations.html,Breezy seaside fun-in-the-sun with a side of Carolina BBQ,"As a popular spring-break destination, golfing hub, and beloved family vacation spot—Myrtle Beach is the ""happy place"" for a range of travelers. Take in a foot-stomping show at the Carolina Opry, soak up the sunbeams on the Grand Strand's many beaches, or mingle with the fishermen of Springmaid Pier. Those seeking high-energy fun can hit theme-park rides or wildlife tours, but it's also just as easy to spend an afternoon strolling around the boardwalk, ice cream in hand. Whatever your speed, you'll want to make frequent pit-stops to sample Carolina barbeque."
61,UNITED STATES,US,MASSACHUSETTS,BOSTON,22,https://www.tripadvisor.com/Tourism-g60745-Boston_Massachusetts-Vacations.html,About Boston,"In Boston, you can bump into American history any time you step out the door. Walk the city’s brick-lined Freedom Trail to see historic sites that teleport you back to the Revolutionary War. But Boston is hardly frozen in the past. Every neighborhood has its own vibrant, thriving scene. Spend an afternoon in the North End, taste-testing cannoli from Italian-American bakeries. Or people-watch from a bench in Boston Common, which locals treat as an extension of their living room. It’s worth taking the T out to neighboring Cambridge or Sommerville, especially during charming local festivals like What the Fluff, a festival dedicated to—what else?—marshmallow fluff. Another outing that’s a real classic—Fenway Park. Watching a Red Sox game from the bleachers is a Boston rite of passage."
62,UNITED STATES,US,TEXAS,DALLAS,23,https://www.tripadvisor.com/Tourism-g55711-Dallas_Texas-Vacations.html,About Dallas,"You may have all heard that everything is bigger in Texas. Well, Dallas does its best to fulfill that promise. You'll find several museums with vast art collections and fascinating specialty museums like The Sixth Floor Museum/Texas School Book Depository, which, though small in size, offers an immense amount of information about the assassination of John F. Kennedy. And of course, visit a local steakhouse for a terrific (and enormous) meal."
63,UNITED STATES,US,TEXAS,AUSTIN,24,https://www.tripadvisor.com/Tourism-g30196-Austin_Texas-Vacations.html,About Austin,"Live music is the essence of Austin, but it isn’t even close to the whole story. With spectacular entertainment districts, ubiquitous culture and top-notch restaurants, Austin allows you to create your own soundtrack. Austin boasts more than 250 music venues, the world’s first James Beard Award-winning barbeque pitmaster, an eclectic arts scene and the unique migration of 1.5 million Mexican free-tailed bats. Take a look around and put the Live Music Capital of the World on your playlist."
64,UNITED STATES,US,WASHINGTON,SEATTLE,25,https://www.tripadvisor.com/Tourism-g60878-Seattle_Washington-Vacations.html,About Seattle,"Even though Seattle’s known for its rainy days, its (surprisingly many) sunny ones are the city’s best-kept secret. With stunning lakes, lush greenery, rushing waterfalls, and three national parks all within reach, it’s a dream for outdoors-lovers. And when the rain does come, there’s plenty of places worth ducking in: Chihuly Gardens and Glass Museum, the Central Public Library, or any of the many cozy eateries serving Asian fusion favorites."
65,UNITED STATES,US,NEW JERSEY,ATLANTIC CITY,26,https://www.tripadvisor.com/Tourism-g29750-Atlantic_City_New_Jersey-Vacations.html,About Atlantic City,"Atlantic City draws tourists by the car- and bus-load, topping more than 20 million visitors per year! Stroll along the famous Boardwalk with its numerous amusements and eateries or visit the historic Absecon Lighthouse and the new Wheel at Steel Pier.  Several championship golf courses are within a 30 minute drive to attract golf enthusiasts. In summer, the local free beaches are popular with families. Beach bars are peppered throughout the resort and you can dig your toes in the sand and enjoy your favorite cocktails. Water-based activities include parasailing, charter fishing and dolphin-watching cruises. Casino hoppers have 9 establishments to choose from and there is something for everyone's taste. Those who remember Atlantic City in its pre-gambling days can wax nostalgic with a taste of saltwater taffy and iconic rolling chairs which have been Atlantic City favorites for over 100 years."
66,UNITED STATES,US,ARIZONA,PHOENIX,27,https://www.tripadvisor.com/Tourism-g31310-Phoenix_Arizona-Vacations.html,About Phoenix,"Nearly perfect year-round weather and several impeccably designed championship courses have made Phoenix one of the top golf destinations in the world. But there's more to this mild-mannered metropolis than pristine greens and tee times. The greater Phoenix area also offers visitors an array of impressive cultural attractions. Visit the internationally renowned Heard Museum for an in-depth look at Native American history or peruse the fine collection at the Phoenix Museum of Art. Enjoy a ballet performance at the ornate Orpheum Theater or or catch a concert at the state-of-the-art Comerica Theatre. In addition to golf, the city offers access to numerous outdoor endeavors including rock climbing, hot-air ballooning, desert jeep tours and more. Family-friendly attractions, first-rate shopping, dining and entertainment, and spectacular recreational activities make Phoenix a must-visit destination."
67,UNITED STATES,US,COLORADO,DENVER,28,https://www.tripadvisor.com/Tourism-g33388-Denver_Colorado-Vacations.html,About Denver,"Get major-city sophistication in a location that is one of the world’s natural wonders. Obviously a hub for those seeking the Rocky Mountain ski slopes, Denver is also home to four major sports teams, major museums and a wide variety of neighborhoods that make the city a destination in its own right. "
68,UNITED STATES,US,PENNSYLVANIA,PHILADELPHIA,29,https://www.tripadvisor.com/Tourism-g60795-Philadelphia_Pennsylvania-Vacations.html,About Philadelphia,"One of the most historic cities in America, Philadelphia is an ideal place to spend a weekend - preferably a long one.  Be sure to see the Liberty Bell and Independence Hall, where the Constitution and Declaration of Independence were signed.  Both are part of Independence National Historic Park.  Philadelphia also boasts some outstanding art museums, including the Rodin Museum.  The Franklin Institute Science Museum is one of many area attractions honoring the life and work of Benjamin Franklin, the city's most famous ambassador.  After digesting all of that history, be sure you save room for a classic Philly cheese steak sandwich."
69,UNITED STATES,US,NORTH CAROLINA,CHARLOTTE,30,https://www.tripadvisor.com/Tourism-g49022-Charlotte_North_Carolina-Vacations.html,About Charlotte,"Dubbed the Queen City, Charlotte reigns over a 300-square-mile (482-square-kilometer) hodgepodge of neighborhoods that spin out from the banks of the Catawba River. From brewery-heavy art districts to historical corridors dripping in charm, consider Charlotte a crowd pleaser."
70,UNITED STATES,US,INDIANA,INDIANAPOLIS,31,https://www.tripadvisor.com/Tourism-g37209-Indianapolis_Indiana-Vacations.html,About Indianapolis,"High-speed, history and good old Hoosier hospitality are a few reasons to put Indianapolis on your list of great getaways.  Sports is another. From the legendary Indianapolis 500 to the Pacers and the Colts, the city offers ample opportunities to view professional and amateur sporting events, take part in athletic events and visit sports museums. At the Indianapolis Motor Speedway and Hall Of Fame Museum you can tour the famous track (try to reserve tickets if there is a race in town) or visit the museum dedicated to automobiles and auto racing. Other sporty museums include the NCAA Hall of Champions. To get in on some of the action, head to SportZone which features six acres of indoor athletic facilities the whole family will enjoy. Those less interested in sports, or with kids in tow, can still find tons to do in and around the city. History, art and other cultural attractions abound. Visit the Children's Museum or checkout the zoo. Stroll along cobblestone streets past 19th-century buildings in the Lockerbie Square District or visit any number of historic landmarks. Known as the ""Crossroads of America,"" more interstate highways bisect Indianapolis than any other city in the country, making it an exciting and easily accessible destination."
71,UNITED STATES,US,FLORIDA,KEY WEST,32,https://www.tripadvisor.com/Tourism-g34345-Key_West_Florida_Keys_Florida-Vacations.html,About Key West,"Forever in summer, Key West is all about kicking back. Everyone and everything here seems to go at its own easy pace. But it’s not all hammock time—the diving here is phenomenal, as is the food. Travelers keep coming back for the must-eats: Cuban sandwiches, Cuban coffee, and key-lime pie, along with outstanding seafood. No surprise, the weather, the food, and the scenery have lured lots of crowds, but you can escape them with a well-timed visit in early spring—or just get out on the water where you can stake out your own private spot in the Gulf of Mexico."
72,UNITED STATES,US,NEW YORK,BROOKLYN,33,https://www.tripadvisor.com/Tourism-g60827-Brooklyn_New_York-Vacations.html,"A rich immigrant history, dazzling creative energy, and lots, and lots, of pizza","Once a home for incoming immigrants via Ellis Island, Brooklyn has evolved into the world capital of hip. Traces of the old guard stand proud among the more recent wave of stylish restaurants, bars, art galleries, and indie shops in Brooklyn's lively, multicultural neighborhoods. The borough's green spaces—Prospect Park, the Brooklyn Botanical Gardens, Brooklyn Bridge Park—are second to none. And the dynamic dining scene, from dim sum parlors to classic pizzerias to farm-to-table eateries, rivals that of Manhattan."
73,UNITED STATES,US,CALIFORNIA,ANAHEIM,34,https://www.tripadvisor.com/Tourism-g29092-Anaheim_California-Vacations.html,About Anaheim,"Known as the home of “the happiest place on Earth,” there’s more to Anaheim than thrilling theme parks. Bring your appetite to the Anaheim Packing District and Center Street Promenade for some eclectic eateries and award-winning craft breweries. Explore the latest exhibits at the Muzeo Museum and Cultural Center. Enjoy live music at the all-new House of Blues, now at the Anaheim GardenWalk."
74,UNITED STATES,US,VIRGINIA,VIRGINIA BEACH,35,https://www.tripadvisor.com/Tourism-g58277-Virginia_Beach_Virginia-Vacations.html,Beachy fun on a bedrock of history,"Up for a classic fun-in-the-sun getaway? Virginia Beach delivers with multiple white-sand beaches, plus a massive boardwalk and stellar seafood. A good portion of visitors come from the D.C. metro area (a three- to four-hour drive away). It's easy to spend a weekend lazing away by the shore collecting freckles, but those that explore beyond the beach will be rewarded with dazzling wildlife and historic sites."
75,UNITED STATES,US,GEORGIA,SAVANNAH,36,https://www.tripadvisor.com/Tourism-g60814-Savannah_Georgia-Vacations.html,About Savannah,"If Southern charm was a place, it’d be Savannah, Georgia—think: walkable streets and oak trees dripping in Spanish moss. It’s where the old (over-the-top mansions, historic churches, cobblestoned streets) collides with the new (culinary trailblazers, local arts, eclectic shops), in a way that’s refreshing and still doable in a weekend. Stroll down the iconic River Street, have a beach day on Tybee Island, or spend an artsy afternoon in the Starland District—you really can’t go wrong."
76,UNITED STATES,US,ARIZONA,SCOTTSDALE,37,https://www.tripadvisor.com/Tourism-g31350-Scottsdale_Arizona-Vacations.html,About Scottsdale,"Scottsdale has more spas per capita than any other city in the U.S.—so whether you’re looking for the latest medi-spa technology or a new-agey, bohemian vibe, there’s sure to be something for you. It's a good thing, too—after spending all day touring the beautiful desert, you'll be grateful for some pampering."
77,UNITED STATES,US,TENNESSEE,PIGEON FORGE,38,https://www.tripadvisor.com/Tourism-g55270-Pigeon_Forge_Tennessee-Vacations.html,About Pigeon Forge,"Set against the misty blue backdrop of the Great Smoky Mountains National Park, Pigeon Forge, Tennessee is a gateway to 500 thousand acres of Appalachian wilderness. If hiking over 800 miles of mountain trails and camping in dense ancient forests isn't your thing, head over to Dollywood for a different sort of fun. Founded by country queen, Dolly Parton, Dollywood combines rollercoasters, waterslides, and live bluegrass and gospel concerts, with a down home country fair."
78,UNITED STATES,US,OHIO,COLUMBUS,39,https://www.tripadvisor.com/Tourism-g50226-Columbus_Ohio-Vacations.html,About Columbus,"Ohio’s capital city is full of beautiful neighborhoods, a critically acclaimed food scene and top-ranked attractions. This creative-minded destination offers something for everyone. Families will enjoy COSI, the nationally known science center, as well as the Columbus zoo and its neighboring water park. Art lovers will savor the collections at the Columbus Museum of Art and revel in Gallery Hop, a monthly celebration in the Short North Art District. Columbus is a city that invites exploration."
79,UNITED STATES,US,OREGON,PORTLAND,40,https://www.tripadvisor.com/Tourism-g52024-Portland_Oregon-Vacations.html,About Portland,"You’ll wonder why you don’t live in Portland after you’ve visited this laid-back and friendly city. With a reputation for manicured parks, eclectic nightlife, fine micro-breweries and distilleries, and nature that cuts right into the city, Portland’s a Pacific Northwest must-visit. Don’t miss the famous Japanese Garden, one of the largest and most beautiful of its kind outside of Japan."
80,UNITED STATES,US,PUERTO RICO,SAN JUAN,41,https://www.tripadvisor.com/Tourism-g147320-San_Juan_Puerto_Rico-Vacations.html,San Juan is the ultimate twofer—a cultural capital and a sunny Caribbean beach destination all in one,"The festive city of San Juan is the perfect place to experience Puerto Rican culture. Get to know its roots by exploring the vibrant neighborhood of El Viejo San Juan (Old San Juan), which consists mostly of Spanish colonial buildings. Flesh out your self-guided history lesson with a visit to El Castillo San Felipe del Morro, a 16th century citadel that’s a UNESCO World Heritage Site. Then head farther afield to take a cooling dip at Luquillo or Carolina Beach or a tasty tour of the Bacardi rum plant."
81,UNITED STATES,US,TENNESSEE,GATLINBURG,42,https://www.tripadvisor.com/Tourism-g60842-Gatlinburg_Tennessee-Vacations.html,About Gatlinburg,"Gatlinburg, at the heart of Great Smoky Mountains National Park, is an ideal base for a family looking to explore the park's numerous offerings. After you've gone hiking, fishing, rafting or horseback riding, ride an elevator 342 feet to the top of the Gatlinburg Space Needle for stunning views of the Smokies. There's also an amusement center next door with nifty rides and games."
82,UNITED STATES,US,FLORIDA,JACKSONVILLE,43,https://www.tripadvisor.com/Tourism-g60805-Jacksonville_Florida-Vacations.html,About Jacksonville,"Although much of Jacksonville is urban, this sprawling northeastern Florida city also has nature and wildlife preserves, historic residential neighborhoods and lots of golf courses. Attractions in Jax, as the locals call it, range from art, science and history museums to a brewery tour, from the Jacksonville Landing entertainment complex, along the St. John's River, to Bronson Motor Speedway. The city's beaches offer soft sand and warm water perfect for swimming, surfing and kayaking."
83,UNITED STATES,US,FLORIDA,SAINT PETERSBURG,44,https://www.tripadvisor.com/Tourism-g34607-St_Petersburg_Florida-Vacations.html,About St. Petersburg,"The sun almost always shines on St. Petersburg, the ""Sunshine City"" that enjoys an average of 361 days of clear skies per year. Combine that with 244 miles of glimmering coastline along Tampa Bay, the Gulf of Mexico, Boca Ciega Bay and the intra coastal waterways and you have one hot beach destination. Catch the sun, surf and sand at Ft. De Soto Park, or take a hike up the 37-mile Pinellas Trail. Enjoy a Devil Rays game during baseball season or escape to the shady oasis of the Sunken Gardens."
84,UNITED STATES,US,SOUTH CAROLINA,CHARLESTON,45,https://www.tripadvisor.com/Tourism-g54171-Charleston_South_Carolina-Vacations.html,About Charleston,"Charleston delivers small-town charm in spades, from the shady courtyards and old Victorian homes to the horse-drawn carriages and six—yes, six—gorgeous beaches. But while the classic southern backdrop is a huge draw, this coastal stunner has plenty of big city attractions. So go ahead and do the historic sites—Middleton Place, Fort Sumter National Museum, the French Quarter, to name a worthy few—but work in time for checking out the city’s contemporary side. There’s the International African American Museum, 30-plus art galleries, and a dynamic, ever-evolving food scene, serving everything from Lowcountry staples (hello, fried chicken) to modern tapas."
85,UNITED STATES,US,MISSOURI,SAINT LOUIS,46,https://www.tripadvisor.com/Tourism-g44881-Saint_Louis_Missouri-Vacations.html,About Saint Louis,"The history of St. Louis has been heavily influenced by Westward expansion and blues music.  The big ""must-see"" in this region is the Gateway Arch, while other important sites include the Museum of Westward Expansion, the St. Louis Cathedral and the Anheuser-Busch factory tour.  The city offers plenty for the whole family.  Children will enjoy the local zoo and the Magic House, while family members will also want to unwind at Forest Park, home to the World's Fair almost a century ago."
86,UNITED STATES,US,MISSOURI,KANSAS CITY,47,https://www.tripadvisor.com/Tourism-g44535-Kansas_City_Missouri-Vacations.html,About Kansas City,"The home of swing and bebop for some, ""The City of Fountains"" to others, Kansas City is different things to different people.  Music enthusiasts are drawn to the jazz clubs and old haunts of famous musicians such as Charlie Parker and Count Basie. With more fountains than Rome, there is ample opportunity for scenic strolling from fountain to fountain. Stop along the way to discover interesting neighborhoods and browse through eclectic shops.  Families are particularly attracted to the city because of its child-friendly events and venues. Science City features hands-on exhibits including a mock television studio where kids can deliver a weather forecast, while the Zoo houses impressive African and Australian exhibits plus an IMAX Theater. The city's museums cover everything from the history of jazz music to a celebration of African American baseball players.  Once a trading post for pioneers heading to the Western United States, today Kansas City is a burgeoning metropolis with activities and attractions for visitors of all ages and interests."
87,UNITED STATES,US,FLORIDA,CLEARWATER BEACH,48,https://www.tripadvisor.com/Tourism-g34141-Clearwater_Florida-Vacations.html,About Clearwater,"Home to some of the best beaches in America, Clearwater is a great family beach destination. Sure, it’s in Florida, but it’s not Giant Rodent Florida (a.k.a. Orlando) or Crazy Spring Break Florida (a.k.a. Fort Lauderdale). Rather, it’s Calm, Old-Fashioned Florida… which is something worth seeing. Oh, and the weather’s outstanding."
88,UNITED STATES,US,PENNSYLVANIA,PITTSBURGH,49,https://www.tripadvisor.com/Tourism-g53449-Pittsburgh_Pennsylvania-Vacations.html,About Pittsburgh,"Pittsburgh has been remade and reimagined. Think 24 miles of riverfront trails, beautiful parks and historic attractions. Home to 90 neighborhoods, the ‘Burgh feels authentic and unpretentious. No visit is complete without a trip to the Strip District or PNC Park, a ride up the Duquesne Incline or a stop at The Andy Warhol Museum. Architecture buffs love Pittsburgh for the amazing downtown buildings. Hollywood producers, do, too—the city has even been called the “Hollywood of the East."""
89,UNITED STATES,US,FLORIDA,SARASOTA,50,https://www.tripadvisor.com/Tourism-g34618-Sarasota_Florida-Vacations.html,About Sarasota,"What kind of beachgoer are you? Chances are, you’ll find something in the Sarasota area that appeals to you. Soft sand, fishing piers, shells—you can find it around here. Just don’t go looking for a nude beach—that’s the one thing they don’t have."
90,UNITED STATES,US,KENTUCKY,LOUISVILLE,51,https://www.tripadvisor.com/Tourism-g39604-Louisville_Kentucky-Vacations.html,About Louisville,"Each year, horse enthusiasts hoof it to Louisville and Churchill Downs, the legendary home of the Kentucky Derby. In addition to equestrian activities and bluegrass roots, Louisville boasts a range of exciting attractions. Stroll through Central Park, in the historic district, to people-watch and get a real feel for the city. Visit other nearby parks for hiking, biking and fossil finding. Baseball fans will love the Louisville Slugger Museum, a celebration of the sport's legends. The museum is easy to spot, just look for the humongous bat that leans against the building. Then close out the day visiting one of the city's famed distilleries, where you can sample some of Kentucky's finest bourbon."
91,UNITED STATES,US,FLORIDA,DAYTONA BEACH,52,https://www.tripadvisor.com/Tourism-g34172-Daytona_Beach_Florida-Vacations.html,About Daytona Beach,"Escape to Daytona Beach, and discover a destination where new adventures for all ages are around every corner — whether you’re strolling along 23 miles of uncrowded, white-sand beaches or reeling in a new discovery at the Main Street Pier. Greet the morning by soaking in the salt air on a paddleboard tour or by rounding the famed Daytona Beach International Speedway at top speed. Then get a taste of local culture at the Riverfront Shops and the fantastic Museum of Arts & Sciences."
92,UNITED STATES,US,ARIZONA,TUCSON,53,https://www.tripadvisor.com/Tourism-g60950-Tucson_Arizona-Vacations.html,About Tucson,"Although Tucson's fantastic weather, national parks and forests and desert provide the perfect environment for tons of outdoor recreational activities, this city of half a million people also has its share of history and culture. With a history that goes back much further than many of its southwestern neighbors, Tucson boasts turn-of-the-century architecture, historic neighborhoods, museums and the Mission San Xavier del Bac, a still-functioning 18th-century mission considered one of the most beautiful in the U.S. Mexican and Native American influences are pervasive, and the city has a distinctly Western flavor. There's also a college-town atmosphere, thanks to the University of Arizona, which has its own share of museums and a science center. Whether golfing at a world-class golf resort, horseback riding, hiking in the wilderness, discovering desert flora and fauna at the Arizona-Sonora Desert Museum or exploring pre-Columbian and other art at the Tucson Art Museum, you'll have a mind-boggling array of things to do."
93,UNITED STATES,US,FLORIDA,HOLLYWOOD,54,https://www.tripadvisor.com/Tourism-g34296-Hollywood_Broward_County_Florida-Vacations.html,About Hollywood,"Relax beachside or stroll the boardwalk in the beautiful oceanside community of Hollywood. Ride a charming trolley from the beach to downtown, where you can soak in the areas rich culture, tour one of several museums, or browse through the local shops. There's always something going on on the boardwalk. Listen to live music, taste fresh seafood, or celebrate one of several seasonal festivals. After hours, Hollywood is known for its vibrant nightlife.
"
94,UNITED STATES,US,NORTH CAROLINA,ASHEVILLE,55,https://www.tripadvisor.com/Tourism-g60742-Asheville_North_Carolina-Vacations.html,About Asheville,"If you’re into eating locally and supporting sustainable agriculture, go to Asheville—and eat, eat, eat. This town of less than 100,000 people has 17 farmers’ markets, and the local restaurant scene is all about taking advantage of the seasonal produce sold there. And don’t miss the area’s microbreweries. "
95,UNITED STATES,US,FLORIDA,ST. AUGUSTINE,56,https://www.tripadvisor.com/Tourism-g34599-St_Augustine_Florida-Vacations.html,About St. Augustine,"Saint Augustine is a luxurious, romantic vacation spot—you’ll find classic hotels and intimate restaurants. Those can be a dime a dozen, though. What sets Saint Augustine apart is its history—it’s the oldest European settlement in the U.S. And nowhere else in the world can you taste the waters of the Fountain of Youth Archeological Park (where Ponce de Leon may have landed). Who knows, if you vacation here, maybe you won’t need that Botox!"
96,UNITED STATES,US,TENNESSEE,MEMPHIS,57,https://www.tripadvisor.com/Tourism-g55197-Memphis_Tennessee-Vacations.html,"A city jam-packed with music, past and present","Memphis is a pilgrimage for those wanting to visit the birthplace of the blues, of soul and of rock 'n' roll. On Beale Street, W.C. Handy put down on paper the first written blues music. Elvis, Roy Orbison, Jerry Lee Lewis and Johnny Cash all recorded at the historic Sun Records, which is now a museum. Graceland, the second most-visited home in America, welcomes visitors from around the world who yearn for a peek into the life of ""the King."" But Tennessee's largest city also offers much more than music. It has stellar weather (with more sunny days each year than Miami), great dining (be sure to sample barbecued ribs), art galleries, and electric nightlife."
97,UNITED STATES,US,ARIZONA,SEDONA,58,https://www.tripadvisor.com/Tourism-g31352-Sedona_Arizona-Vacations.html,About Sedona,"Picture this: glowing red rocks, clear blue skies, and the most eye-popping sunsets you’ve ever seen. That’s Sedona. An outdoor lover’s paradise with more than 200 trails, Sedona was made for biking, hiking, and rock-climbing—just be sure to check the difficulty level before lacing up your boots. Another major draw? The area’s vortexes, said to be the world’s greatest hot spots for psychic energy. Put it to the test by visiting the show-stopping Cathedral Rock. (Spiritual practitioners believe the best energy is found three-quarters of a mile up in a spot called “The Saddle.”) Or renew and reset at one of the many spas and resorts. Treatments go beyond the usual hot-stone massages with sound baths and crystals. Come nightfall, stay up to experience near-perfect conditions for stargazing."
98,UNITED STATES,US,MINNESOTA,BLOOMINGTON,59,https://www.tripadvisor.com/Tourism-g42881-Bloomington_Minnesota-Vacations.html,,
99,UNITED STATES,US,UTAH,SALT LAKE CITY,60,https://www.tripadvisor.com/Tourism-g60922-Salt_Lake_City_Utah-Vacations.html,About Salt Lake City,"Known for the stunning backdrop afforded by the towering Wasatch Mountains –
and the endless opportunities for outdoor recreation they provide – Salt Lake offers
visitors a uniquely vibrant and dynamic urban experience. As one of North America’s
most accessible destinations, Utah’s capital city offers year-round excitement and
activities for the entire family, alongside a contemporary edginess and vitality that’s
helped the “new” Salt Lake become a renowned culinary destination."
